Score;Summary;Text
5;YUM!!;I cannot stop eating these wonderful chips!  Even my children like them.  I am currently a WW member and each bag is only 3 points so I get to eat the whole bag without any guilt.
5;Fantastic taste on the grill or as a condiment;I picked this up from a local grocery store and am hooked. It's just spicy enough to leave a tingle on your lips, and the mix of spices is superb.
5;Made in the USA;My dogs, a Yellow Lab and a Border Collie LOVE these. I love them because I know they are healthy treats and it is so hard to find treats made in the USA.
4;Decaf Coffee;The is the best decaf coffee ever for breakfast and with dessert in the evenings.  The blend is perfect, smooth, with no bitter aftertaste.
5;K-Cups Coffee;This was a great price for this bulk box of Gloria Jean's Butter Toffee, a delicious & aromatic flavor suitable for drinking every day.  It's flavorful, but not overpowering.
1;Stale;I think these had been sitting around in a warehouse for a long time, because it took them a long time to send it to me and, when I got it, the tea tasted like cardboard. I've had red rasberry leaf tea before, so I know it's not supposed to taste like this.
1;It's gets worst every order;The fist time that I bought a batch I was pleased because as a result of a review (I think) they were more careful with the selection.  The later purchase was not very good but still was not bad enough to make me give them a bad review and I decided to give them another try.
5;USA & Size Matters;My dog doesn't like big bones. She barely chews them and then they lie around all yucky! These knee bones are a perfect size.
5;Great flavored coffee;Wolfgang Puck coffees are great and the Creme Caramel is one of my favorites. I would recommend this coffee for people who like a mild flavor.
5;fight that cold!;I either got lucky twice or this stuff staves off an oncoming cold. My three grandkids are with me all the time and are all under three years old.
5;Decaf?  You Wouldn't know!;Bamm!  This decaf is a winner.  You could serve it to anyone who swears they can tell the difference between regular and decaf, and they would not guess.
5;Deliciously strawberry!;Out of the gold foil package, the matcha smells like juicy strawberry, like smelling strawberry fruit leather or a strawberry flavored candy.<br /><br />Prepared as a traditional cup of hot matcha, 1/4tsp of sifted strawberry matcha whisked in some 175f filtered hot water,  the green tea comes out as deliciously earthy with no bitterness.
5;These are very hearty and tasty chips!;I found these in Salt & Pepper flavor in huge 20 oz. bags for $2.
5;Best instant tea I've ever tried!;This is hands down the best instant tea I've ever tried.  I am partial to mango teas but completely dislike instant tea.
1;UGH.  Read CAREFULLY before PURCHASING!;I thought I would be purchasing 5 packages of 1.5oz EACH.
1;just awful;Love the other flavors..
5;One of the best sweet hot sauces out there;It's not a traditional BBQ sauce in terms of flavor, but you could easily use it for that. It's very thick and has a strong hotness (not too hot - but hotter than most spicy BBQ sauce) and it's made from much better ingredients than most BBQ or sweet hot sauces.
3;Little too Sweet but Not Bad;"Considering this is a microwave instant type of food I wasn't expecting much from it. There is a good flavor overall, but the spices and noodles are overshadowed by way too much sugar - peanut sauce should be slightly sweet, but toward the end of the package it seemed like all you had left on the taste buds was ""SWEET""."
2;found a fly in the bottle of apple juice;fast delivery, well packed because it's all glass bottles. I rated them 5 out o 5.
5;Wonderful for dry hair!;Great conditioner for dry hair!<br /><br />I've used Ojan & other hair treatment oils. This is one of the best! Gives my hair a nice shine, without feeling heavy or overly oily!<br /><br />I used after a wash & regular conditioner that wasn't doing anything much for my hair.
5;Chef I am not!;Since the lovely topic of food introduction has been brought up recently I decided to do my own research and came across this Beaba Babycook, boy am I happy that I did! I couldn't be happier with it. I am no Julia Child or Paula Deen, nor do I claim to be but with this little machine I do feel like my own version of a Top Chef.
5;Best Price: Be aware these are probably not the same as you get in your local store;Just be aware these are not regular kind you most likely find in your local store that uses sea salt and olive oil.<br /><br />They are raw.
5;Stephens Hot Hazelnut Hot Chocolate;This is simply the best hot chocolate mix I have ever used.  The flavor is wonderful, whether you like hazelnut or not (the hazelnut flavor is subtle.
5;Have your Tea and get your sleep;If you like Iced Tea but not the Caffeine this is the product for you.  It was a while before I knew this product was out but I switched right away.
4;Pricey but the dogs love it;My two dogs love Wellness brand dog food.  It's expensive but I just feel I'm doing the right thing for them with food I think is probably good really meaty food.
5;LOVE, LOVE, LOVE.;I've suffered from scalp issues since I was in my early 20's.<br />I've tried just about every potion (shampoo) known to man.
4;Good Product;
4;Love the pulp but not the Amazon packaging;Love the taste and the bits of pulp.  First shipment was in a small box, no cans dented.
5;trader joes seaweed snack;i have been reading about super high doses of iodine in seaweed..
5;Good Stuff;You'll love this syrup even if you don't like sugar free stuff.  It doesn't taste like it's sugar free and that's what makes it really good.
5;Best Irish Soda Bread;I used to buy the mix at a local grocery store but they stopped carrying it. Now I can order from Amazon.
5;Wonderful!!!!! ( I purchased them from Amazon.com) Love Amazon;These chips taste great! You will not go wrong with them they are low in calories high in fiber. If you eat to much like more than one bag in a sitting, you may become constipated! other than that they are wonderful you will not be sorry.
4;Good coffee at a good price;I like this coffee. It makes a great 8 oz.
5;VitaCoco is the only coconut water!;I have tried several brands of coconut water and this is my favorite by far!  It doesn't have the added sugar or pulp like some of the cheaper brands in the can.  It's all natural and smooth tasting.
5;Our new massage oil;My wife and I give each other massages, it cuts down on the expense of going to a massage therapist and allows us some quality time.  We have tried a combination of cremes, oils and lubes on our quest to find one that:<br /><br />-is nice and slick<br />-doesn't dry out<br />-has a pleasant aroma and taste<br />-doesn't irritate the skin (i must have sensitive skin b/c several of the commercial ones gave me slight rashes)<br />-can wind up internally (sometimes one thing leads to another
5;Amazons Organic Oat Bran a winner;Great taste, mix with yogurt and eggwhites then fry for 5 min a side. Wonderfully tasty.
1;Gross!;I just cannot understand the high praise these chips have received.  I ordered the variety pack and am very disappointed.
4;YUMMY:);We ordered a case of these without never having tried them before and were pleasantly surprised..
5;Loved them.;Really enjoyed my bag. Tasty and will order again due to the price being cheaper than local stores.
4;Ginger Lover's Desert;Ginger Snaps are delicious.  Not too sweet and loaded with flavor.
2;Hidden Ingredients;Palm oil and coconut oil, 2 of the least healthy oils, are used in the date sugar. I wish this was made clear in the description.
5;Wow, yum!;True to the name, Food Should Taste This Good, these tasty little chips really deliver. So fresh, no taste of stale cooking oil! Just the right amount of salt and crispy crunch and the touch of olive makes for a very sophisticated little chip.
5;Delicious!;After tasting a bag, I decided to send a variety case to a friend for her birthday.  The whole family was delighted and couldn't stop raving about how delicious the healthy snacks were.
5;DELICIOUS ...I ate them out of the jar...sigh;I got this on Woot, Amazon's sister site. They were a lot less for three different varieties.
5;Hubby's favorite lunch;Thank you Amazon for being a great site for almost all our needs. My husband loves these noodles as they are so simple to make.
5;Excellent;These in-shell pistachios are absolutely yummy. Most shelled ones taste like dried raisins but these have been preserved fresh and firm in their shells.
5;This is an affordable Luxury;Living in Nebraska, we can purchase real maple syrup in the store, but I really like supporting family farms directly.  This way, I'm pretty sure that the products I purchase are top quality.
5;How could you go wrong with Starbucks?;Seriously, how could you go wrong with Starbucks? The Pick Place Roast is great, but I prefer the Breakfast Blend. I think the Pike Place Roast is best in a travel mug.
5;Great Syrup;This syrup is wonderful if you like peppermint.  It is one of the best I've had.
3;I LOVE Mestemacher bread but...;..
5;Beautiful Yellow Roses....;Beautiful ..
2;Too bitter and smoky;My favorite coffees are the big dark roasts like French, Italian, and Full City.  This K-cup dark roast has a big, bold flavor, but lacks balance.
2;If you like coffee.. buy something else;Imagine yourself craving coffee. But you're on.
5;All time favorite spice;I use this on everything!  It combines my two favorites, garlic and pepper, perfectly.  And it's organic! I highly recommend this spice to anyone who loves garlic and pepper.
2;Not so good.;If you are looking for STRONG S/V flavor these definitely aren't for you. Very mild in comparison to many others.
4;Tasty;Excellent and tasty though I thought not enough garlic so I added more. When I order GARLIC I guess I expect more of it.
5;A new favorite!;I had this tea for the first time at Monument Valley in the Navajo Nation.  The night I had it at The View restaurant, I enjoyed it along with a sampler platter of traditional Navajo foods.
5;My cat won't eat anything else;We all know how finicky cats can be--one day they eat with relish and the next turn their noses up at whatever earlier enthralled them. My aged cat and I have been down this route before many times--starting and then abruptly stopping different cat foods.
5;Delish.;This product is delicious!  I got a bottle once at a little boutique store and sort of lost it in my fridge.  Well I found it again just recently after I had grilled pork chops.
4;Good;They are good for what they are. Like others have said, they're filling.
1;Worst solid alacore tuna ever;This is bad tuna, can't say it any better.  It's flavor and smell tend to be very strong, not what you expect from the top of the line tuna they make.
2;Not What Expected....;I ordered this coffee under the impression that it was a medium roast,that was according to the brief description & by zooming in the box on my laptop. On the the side of the box it stated medium.
5;Best Coffee Ever ~ Why Spend Big Bucks;Senseo coffee pods make the best cup of coffee I have ever had.  No more starbucks, you loose your shoes and purse there so expensive.
5;Delicious crepes;I love any French crepes or cookies, the texture is very light, buttery tasting and the sweetness are just perfect. To eat just one is never enough.
5;feel the burn!;In place of working out, I simply have a three of these at a time, and trust me, you feel the burn.  A perfect amount of sharpness and cinnamon flavor.
4;Sugar cane;So glad to finally find sugar cane online. The price is probably great for a home buyer, but for my restaurant I wish it were a little lower.
5;Baby Brezza makes it a breeze;I am not the main chef in our household. My husband enjoys cooking whereas my comfort zone is being the clean-up crew(washing dishes, storing leftovers away).
3;it's red bull!;Everyone knows how good red bull is. I was subscribed to this for a long time until I found Power Horse.
5;My favorite flavor...;I've had a lot of different kinds of cococnut water and this is by far the most palatable flavor for me. It is not too sweet or sugary tasting like some brands.
1;Mouth burning;The popcorn pops great but after eating a few mouth fulls, my mouth started burning.  It far too salty.
3;Try Before You Buy in Bulk;My son is not a picky eater, but he really doesn't like this flavor.  I love the HappyBaby brand in general and so does my son, who is 11 months old.
5;soothing;Maybe this is a placebo effect however, since I have been drinking this tea, sometimes in the morning and some times at night, I have felt more calm and my mood is somewhat lifted. The taste is fine- I sometimes add a little honey but it is fine as is.
4;Pleasantly surprised by a unique tea!;I bought this tea (as well as the apple cider variety) as favor gifts for an autumn tea party bridal shower. I wasn't sure if I would like it myself as I can never seem to get home brewed chai tea to taste like coffee/tea house chai.
5;...lingering of sheer hotness! :);"Gold Kili All Natural Instant Ginger & Lemon Beverage Mix<br /><br />If you like your tea Strong and Spicy (with a nice little bite to it), like  <a href=""http://www.amazon."
5;Ms. B;My Hairy Kids, dogs :), love it. I have rescued dogs and cats all my life.
4;Good well balanced flavor;"The pumpkin flavor is suttle and not too sweet.  I rarely like flavored coffee but this one is well balanced and still tastes like ""coffee""."
5;Marmite;I've seen some people compare this to soya sauce, I would say it's savoury sort of like soya sauce but I can't say it tastes anything like soya sauce. Delicious and nutritious when spread thinly on toast.
5;The Real Deal;This stuff is great on everything from eggs to burgers to BBQ anything. It has wonderful smokey flavor, and as the label says it's fairly hot(for true chile heads It's pretty mild).
4;Make sure the big bags are cheaper than the smaller boxes!;The cereal is great--obviously I think so since I buy these huge quantities of it from Amazon. Just a tip: do not assume that you are saving money by buying the big bags of it.
5;My Dogs Love them!;I have 2 small dogs and Dogswell treats are the only type they will eat.  They love the chicken and sweet potato and the small round chicken disks.
4;Soda you can feel good about drinking;It's hard to go wrong with Izze. It's just like soda, except it's made with actual fruit juice.
5;Itsy Bitsy dog biscuits;My dogs love these! I have small dogs so it can be hard to find small treats that don't add a lot of calories to their diet. I like the fact that they have quality ingredients, & are baked.
5;Highest Rating.;"This product when received became an instant household staple I share with many others.<br /><br />The unsalted ""snack foods"" offered through Amazon can be delivered in case-quantity then set out at social events to introduce others to healthier eating."
5;Fantastic Food for Good Cat Health;The pet food industry can be one of the most infuriating as you start doing research and discovering what trash manufacturers (and the vets who get paid off by the manufacturers) push onto the unsuspecting public. For reference, don't ask your vet - do some Internet research at sites like, for example, petfoodratings.
3;sweetner;The taste is sweet without any bitter after taste. However I had to use more than the recommended amount to get the sweetness I desired in beverages and recipes.
5;Canidae totally works for our Retriever/Border Collie mix!;Our dog loves this brand. We used their Chicken & Rice formula for about a year & decided to switch to the Lamb & rice one after our dogs interest-level started going down.
3;Decent;I like these in that they are not loaded with sugar, so I save them for my little boy, but the taste is not great. They do last a little longer than regular gumballs.
1;Must to avoid!;"Fair Trade, yes. My daughter says they should call it ""Fair Trick""."
4;Great Support;Arrived slightly thawed. My parents wouldn't accept it.
5;Great For Chocolate Lovers;If you love chocolate (like I do), then you'll probably enjoy this cereal.  The cereal squares are multi-grain and filled with real chocolate.
1;Nasty;The non-diet flavors all have Splenda.  In addition to sweeteners.
5;great coffee;This is a really strong wonderful coffee, not bitter in any way. It's the only one we drink now.
2;The pineapple flavor is a bit too much for me...;..
1;These are preserves, NOT jelly!;If you're like my mom and have an intestinal condition that is aggravated by hard rough food or SMALL HARD SEEDS, don't buy this. The product is tasty enough, but she can't eat it due to it being packed with zillions of hard, miniscule seeds!<br /><br />Did someone change the rules? Last I checked, Preserves = ground up fruit.
1;Meow.;I have a cat named Charlie who loves this food. I have found that he looks healthier and his coat looks nicer when I feed him Iams then with other foods.
5;Baby Food Freezer tray;We have a friend that recommended this to us.  She makes her own baby food and freezes it in this tray for use later.
5;Dogs love this stuff;My dogs love this product and this was the cheapest I could find it any where. Shipped and received as notified when purchased.
4;Another Great Coffee from Green Mountain;Green Mountain's Our Blend Fair Trade K-Cups are perfect for someone who is looking for a mild coffee flavor.  This coffee has a smooth taste that is rich but not overpowering.
5;opinion asked so I gave;the Altoids are a great item to have around for two reasons.  They curb nauasea when I was sick and they also are great for nausea any time i get it.
1;Not a peach ring, but rather a rubber jelly.;This ring didn't taste like a peach ring at all.<br />Rather, it was probably the worst jelly I have had in my entire life.
2;Expiration Date Close;I purchased this item(s) only to find that I had only 2 months to use it all. Won't buy again.
4;Like Cheese Jax not Cheetos;I was expecting the Cheetos like snacks that are in the Chaos mix (which is quite yummy), but that's not what these are.  They are thick and airy like Jax, not hard a crunchy like Cheetos.
2;Payback for US franchises fattening Hindus in India;What I mean is that the ratio of calories to grams of protein is unacceptably high, and there is too much butter used in the making. Also, the seasoning is slightly higher than mild for US tastes, although if you like Texas chili, you might like it.
5;Outstanding quality and just sweet enough!;The dried cherries are wonderful.  I did crunch into a few that had part of the pit, but it did not deter me from continuing to eat them.
5;Puuuuuuurfect;This is the ONLY cat food my feline will eat every bite!  Until I found Fussie Cat, the only thing benefiting from the cat food of that time was the ferel cat down the street
5;Just awesome.;I've been a fan of hot sauces for 35 years, I've tried a lot of sauces and enjoyed many.  Matouk's West Indian Hot Sauce was one of the first I tried, and it's still one of my top 3 favorites.
5;Great for iced tea!;I make Stash Premium Decaf Raspberry & White sun tea to drink iced during the warmer months. I make a half gallon at a time and add a quarter cup of sugar and store it in the fridge to drink through the week.
5;Good and Strong;Taylors of Harrogate are known for their exceptional teas and very consistant quality control. I am used to their Yorkshire Gold and and a few of their other wonderful blends, and was happy to find one a little stronger.
5;Liquid Vitamin that tastes great!;"Ever since I saw Mio I thought it was a cute idea, but why do I really need flavor? I prefer function, and VitaminSqueeze Fruit Punch is my family's favorite, and get the flavor for free!<br />Great taste! My kids definitely prefer a small glass of ""Fruit Punch"" in the morning over a Gummy Vitamin. Anyway, great new product."
3;Made my baby spit up;I think this was starting to work but it made my daughter spit up all the time.  More MIlk Plus from Mother Love worked much better for me and for her.
1;Blegh;Tastes like cat food and has a similar consistency. The other mixer flavors are much better.
5;Literally the best thing I've had in ages ....;The price on Amazon is a lot higher than my local store (even excluding shipping). That said, if you live in a remote area where you can't get these, I'd still fork out the extra money.
5;Super addicting!!!;I usually don't like artificial coconut flavored stuff, but this roasted coconut chip is soooo good. I ate the 1 whole bag on my way to work, though I do not recommend doing that.
5;excellent candy;perfect candy
4;popcorn;I tasted this popcorn while getting my oil changed at the dealership.  It was just like movie popcorn!  They popped it in the type of machine used at theaters, only smaller.
5;Perfect Breakfast Coffee!;I happened upon Tierra at a TJMax and thought I'd give it a try.  Best decision I've made.
5;Taste great and good for you!;Ordered 2 cases on different dates and got them within 2 days. Cant find these in the stores so please keep them in stock.
5;Great taste, great product!;I ordered this popcorn to use with the popcorn marker I got for Christmas. Very good popcorn, I wasn't sure about the coconut oil taste at first but it's a very mild coconut flavor that one can barely taste.
5;Sugar Buster;We use it at night to lower diabetes sugar and it works.  My husband has been able first to reduce the medications and now has been off for 2 months.
5;kicks hershey butt;Found this at a local store. It looks cheep, butI liked it better than both the Hershey  and Ghiridelli varieties I've tried (as well as a cocoa from the bulk section).
3;Great chips, but a little too salty for my liking;Considering these are baked, they are very tasty.  They are super crispy and taste like fried goodness, but without the oiliness.
1;Really bad metallic taste- didn't feel refreshes;Had high expectation, but was pretty disappointed.  This had a metallic after taste and I didn't physically feel as good as I do after something like gatorade.
1;BEWARE!!  Made my dog Sick!!!;"I am writing this review to warn other dog owners of Blue Buffalo for dogs and what it has done to my 5 yr. old Miniature Dachshund named ""Calla""."
5;the best of the best;"My husband and I are crazy about Coffee People k-cups.  A friend gave us a box of the ""Donut Shop"" cups and they are spectacular."
5;Chevy is happy!;We got our Kong and Ziggies the same day. Up til then he had only had homemade treats.
5;My favorite Stevia Product;This has been a favorite of mine.  I use in mostly in hot drinks.
3;too weak... not a medium dark roast...;It doesn't have weird and very bitter aftertaste some other coffees have, but basically it doesn't have much taste at all.<br />I'm a strong-coffee-lover, which is why I ordered medium-dark roast.
4;Really good stuff!;This turkey jerky is really good.  Just the right amount of flavor and chewiness.
5;Amazing!;Ever since I attended nursing school, I have been wary of salt. I'm trying to cut salt from my diet now while I am young so it isn't difficult to make the shift when I get older.
5;I'm so glad I took the chance!;There were a few previous reviews that had me concerned that these wouldn't be *quite* what I remembered..
4;Yummy Drink from Crystal Light;The Margarita Mocktail is pretty close on flavor, with a tangy lime taste that is noticeably more interesting than a typical lime drink. It might have been a little too tangy - diluting just a little bit more than the directions made for a smoother flavor.
4;Really good olive oil;I like this oil very much.<br /><br />It has a distinct flavor, strong enough to be enjoyed but not overwhelming.
5;Yum!;You just can't go wrong with Miracle Whip! The flavor has a nice tang to it, just ever so slightly sweet, and goes great with just about anything - the yolk mixture in deviled eggs, ham and cheese sandwiches, BLT sandwiches, even as dip (with the right recipe) I like this far better than real mayo, mayo just tastes like Miracle Whip gone bad. I like the new containers they came up with for their product, it's a lot less messy than a jar and a knife, especially at group occasions.
5;Great for Training!;This is one of the few brands that have treats appropriately small enough for my Chiuaua-mix. But, having been the owner of a large dog, these would also be great for training large dogs.
5;Delicious!!;I just brewed my first batch and this is by far the best green tea I've tried.  My family will have to live with less this batch because my first sample cup quickly turned into 3 big cups!  Yummmmmmmm.
5;Worth the price;Using these in the everlasting treat ball, it takes my dog about 30 minutes to get them loose and consume them.  I have used the regular treats as well (without the interlocking bar) and she can pop those out in no time.
5;Now This Is Good Tea;My first box of Stash Decaf Green Tea arrived about 15 mins ago and I'm sitting here enjoying my very first cup.  This is a really good cup of decaf green tea!!!!  I used water that had not quite starting boiling so as not to burn the tender tea.
4;Good Treat in Moderation;Dingo Munchy Stick / B000FPM5DA<br /><br />When I first bought these, my puppy was 3 months old and 6 pounds heavy. I wanted something that he could chew on to keep him interested and out of trouble when I couldn't watch him for short periods of time, for instance, when I take a shower.
3;ok but....;It's good for a GF food but as all GF foods go, you really have to watch this for the second it is done as it gets very mushy fast.  We are a family of 5 with 3 of those are under the age of 6, and we have to use 2 bags for a meal.
5;Makes a truly great Microwave casserole;One 5 ounce box of the Betty Crocker Cheesy Scalloped Skin-On Potatoes makes a truly delicious potato casserole that will serve four. For me this has become a time machine to a long forgotten comfort food.
5;GREAT DISH!;I am so glad Kraft makes organic mac & cheese!<br />Tastes just like their regular mac & cheese.<br /><br />A welcoming aspect for those going or gone organic!<br />Especially since most healthy foods are lacking in taste.
4;Nice Sampler !;Sampler was EXACTLY as described. I enjoy flavored coffees so this was just the ticket! I received 35 fresh cups of differing product: Coffees - flavored & regular, light roast, medium and dark.
4;Pretty good;These are pretty good for what I wanted they taste like the stuff you get at WaWa but that was what I was aiming for. If I want a premium cappacino I have and espresso machine.
1;Terrible;This was the worst loose tea I have ever had.  I love Stash teabags, English breakfast, but this is bitter and not smooth.
5;The benefits are amazing;This product is amazing. I had no idea how many benefits one jar could have.
3;One ring to almost rule all dogs.;After hearing that beef bones are bad for dogs (splinters and such), I started searching for a safer alternative for my german shepard Wiz.<br />Previous good reviews convinced me this braided rawhide ring was suitable.
5;you've never seen figs like these!;I received these as a most wonderful gift! I've had my share of fancy chocolates, but I've never had anything like this before. The chocolate creme inside the fig is soft and flavorful.
5;Puppy loves em;These pill pockets work great for dog medicine. Definately works better than trying to hide pills in meat or cheese, somehow the dogs just gulp these down whole and don't really separate the pills out.
5;Really Yummy!;I've been low carbing for some time.  These chips are great.
5;Bob's Red Mill For Fiber and Omega 3!;I wrote this review in regards to another product..
5;Best Bumble Bar Flavor;"I purchased a sample pack of Bumble Bars after trying them from a local store, so I've tasted pretty much every flavor and I have to say that the ""Lushus Lemon"" is definitely my favorite! It isn't really sour, but more of a sweet lemon taste - its soo good. Plus its made of completely natural, gluten-free and organic ingredients, so you can feel good about eating them (no, I do not work for BumbleBar - this is a REAL customer review!!)."
5;Delicious coffee after a long day at work...;I had never tried this particular brand of coffee before and I must say, I was impressed.  To be honest, most times I don't go for the flavored coffees
5;Expensive, but my cat is thriving on it;I decided to switch my cat's food because she was having all kinds of problems:  excessive throwing up, urinary tract issues, and significant weight loss that the vet couldn't explain.  I switched her from Kirkland dry and Friskies Turkey Pate canned to Wellness dry and Wellness chicken formula, and it's been almost an overnight miracle.
5;excellent coffee;Melitta coffee is an excellent coffee for daily use.  It is a little stronger than most American brands, but your taste quickly adapts to it and you do not want to go back to regular coffee.
5;Fit Fruit & Vegetable Wash, Soaker/Refill Bottle, 32-Ounce Bottles;This is a terrific product.  I use it on all my fresh fruits and vegetables.
5;Atomic Fireballs.;I love them because I use them for indigestion and have had some luck with stopping a migraine. I couldn't find them in the stores anymore.
2;Bitter taste;I tried this product solely for the fact it has Wolfgang's name on it.  I should have stuck with Timothy's brand.
1;My dog threw up seven times after eating this.;Wish I'd read the bad reviews before feeding this to my poor pup. She is a 4-year old, 25-lb.
1;Useless;We have a bad hornet season, especially near the pool. The little buggers like to drink the water.
2;Don't recommend it;Don't care for this product. It is thick and creamy and has no coffee flavor at all so you have to add espresso to get any flavor out of it.
3;Hot Chocolate is not flavored coffee;I bought this sample pack believing I would receive 25 different flavored coffees.  Instead I received 15 flavored coffees, 4 hot chocolates, and 6 cappucinos.
3;"Sent me ""OLD"" product";"I ordered a case of these pretzels to give away as snacks--I ordered it on Dec 17 and when it came, it had the ""Use By Dec 27, 2011"" date stamped on each bag. I'm not happy that they sent me ""old"" product that is nearing the end of its shelf life."
5;It's Skippy and at a good price.;This is the low fat peanut butter you know and love, but at a great price.  Our local store sells this same PB for $5 a jar.
5;Baby loves it;
5;Great item!;This tea tastes great with a little honey or even by itself.  I have found that it does help up production some when drank all day long.
3;Yeah, it's definitely chewy;But, knowing that, I just bought an eight pack of it anyway. Here's my advice: rip open a package, pour it out on your cutting board and cut it into bite size pieces with your kitchen shears.
4;delicious, convenient, and salty;The best jerky I've found for a low price. I'd rather have the organic/free range/etc jerky but am a poor grad student, so this stuff works for me.
4;Mostly fruity, little green tea flavor;I love these convenient little packets that you can add to water anywhere to create a tasty drink. This particular Lipton product is great if you want to get the benefits of green tea but you're not that fond of the flavor of green tea.
3;Your enoyment may depend on how much you like the pulp;There are a great many green tea products available to the consumer, to say the least. I think what distinguishes this from the others is that this one really has a lot of pulp in it.
5;Gets My Vote;My bottle arrived just in time for a sushi dinner and game night planned with friends.  I had three soy sauces to choose from.
5;Good--And I'm not a Coffee Fan!;"I was expecting this to taste like a store-bought frappaccino,sweet and creamy but with that ""factory produced"", in-genuine edge to it. I was surprised that it tastes more like something you'd pick up from a coffee house though! The actual coffee bean flavor stands out in a more robust manner than a typical canned coffee/capp/frapp drink."
3;Java, java, java, java, - JAVA !;Usually I am not a Starbucks fan.  I find their coffees to be bitter and generally too strong.
5;nut nut;Can't live without peanut butter and now I don't have to. Great peanutty taste without the over the top fat grams.
5;Wow!  Get the big tin!;I made a tiny amount of this matcha and added it to a cup of hot skim milk and stirred in a teaspoon of raw sugar.  Oh my goodness!  This is so rich and so decadent, so GOOD!  Don't buy the small tin, because you are going to want to drink this all the time this fall and winter!  This isn't just a drink with some pumpkin pie spice in it, this is a well thought blend of flavors to give you an extraordinary warming experience.
5;Absolutely Gluten Free Flatbread;Product is excellent.  I learned of Absolutely Gluten Free Flatbread through buying at Wegman's who stocks it only seasonally.
5;Perfect for when you NEED to eat something sweet!;These fruit crisps are ideal for those times when you just need to eat something sweet but you don't need the extra calories. They taste a little sweeter than your regular cereal bars and are crispy.
2;Not enough cinnamon taste;I'm a big cinnamon fan.  I am a Costco member and have purchased this product at the local store.
1;Poor choices of flavors;I ordered this hoping to have diff flavors of coffee for our office, needless to say I get 2 French Vanilla and 2 Hazelnut and the rest of them are decaf and bold blends.<br /><br />Really bold blends?  If I wanted bold I can buy that at the grocery store I wanted the flavored coffee's so from now on I will buy them on ebay where I do get the 24 different flavors of coffee.
5;Worth importing;This soda is absolutly amazing, one of the best drinks I have ever tasted. The Coca-cola company should really start to produce it here.
5;works great;These work great for giving my 20lb Lhasa glucosimine.  I had given up because I got tired of trying to find something to put them in, she would always find them and spit them out, even though the bottle said they were yummy and chewable.
5;Great Tea;This is a great tea. Very smooth.
5;Orange flavored Natural Calm Powder;I love the orange taste and use the product daily.  I no longer have the leg cramps that plagued me and plan on continuing to purchase orange flavored natural calm at Amazon.
1;Without a doubt, the WORST mac-n-cheese I have ever tasted.;"I bought the Annies Homegrown Microwaveable Mac-n-cheese.  Actually my wife bought it because it is so-called ""healthy""."
3;Not as good as Pillsbury Funfetti;The rainbow chip is okay. Everyone one in the family felt the Pillsbury Funfetti tasted better.
5;Excellent bread;I've been GF since 1997 and know firshand what a struggle it is to find good tasting bread. This cinnamon raisin bread is very good and works well in a bread machine.
5;Great for dogs with stomach problems;My dog gets sick eating a lot of dog treats (even Milkbones), but has always done well with all the Booda bones.  She really loves them & they're good for getting rid of the tartar on her teeth.
1;Yikes!;Was sorely disappointed in this product.  Although the product was vacuum packed, it did not taste fresh and the salmon smelled like canned tuna.
3;My pups will eat anything--but they won't eat these unless they're the big ones;I haven't had the same success as other reviewers here. My two sibling dogs are Rhodesian Ridgeback/Beagle mixes, and they are basically breathing vacuum cleaners.
1;it's not strong enough;After I tried totonac pure vanilla extract, spending $$ on this paste was a waste. Its inferior to the other brand and really isnt strong enough.
1;The Worst Ever;Amazon is a mess.  This is not earn any kind of star, but you have to or you can't submit your review.
5;A Big Favorite;Our dogs love very flavor of these treats. I like that they last so long! Our dogs all take turns throughout the week working on the treat bit by bit.
4;Great Product But Inconsistent Sizes and Density;I love this product.  My dog absolutely loves them.
1;Why do their organic foods contain gelatin???;I used to buy Gerber baby foods and was thrilled when they started carrying organic foods. Then I discovered that they add gelatin! Why? It is disgusting and has absolutely no nutritional value.
5;Dogs love them;I must have about 10 of these around the house.  The dogs simply love them from the 11lb pug to the 50lb mutt.
5;Awesome!;There is only one bad thing to say about these! They disappear fast! Oh my gosh, they taste so great, everyone loves them. I bought these as a gift for my daughter and son-in-law.
5;From a recovering Diet Mountain Dew addict;Last year, I was drinking probably two 24 packs of Diet Mountain Dew a week. I thought this was rather unhealthy (and expensive), so I decided to gradually taper off.
4;Good but....;They are a strong banana taste and it can be over powering since its like a fig newton without the center so its dry. They are good, but I love banana, but my 15yr old keeps grabbing around them in the pantry so I dont think they appeal to him.
4;Our favorite cereal;When Costco stopped carrying our favorite, we had to find another source that was reasonably priced.  This product fit the bill.
5;Great Bonsai Starter;Ordered for my daughter who loves Bonsai trees. Arrived in good condition and she had fun potting it.
3;not very crispy tasting;My husband and I regularly eat crispy brown rice cereal.  Usually the stuff we buy has some kind of preservatives in it.
4;Hibiscus and Raspberry Delight;****<br />Stash's Wild Raspberry Caffeine Free Herbal Tea is strong and fruity, great if you love the taste of raspberry and hibiscus, which I do. It contains hibiscus, orange peel, lemongrass, rosehips, natural raspberry flavor, licorice powder, and citric acid.
5;Great!;The tea is delicious and came very quickly, which was good, because I was completely out.  :)  Will order again when Keurig.
5;Must have for rich soups;I make bone broth nearly every week and NOW Food Beef Gelatin has become a staple in that process. The resulting broth is amazingly rich.
